episode,score,avg_100,best_score,epsilon,avg_loss,buffer_size,elapsed_s
2229,1,3.21,13,0.327988,0.257073,61790,845.4
2230,3,3.23,13,0.327824,0.24179,61823,845.8
2231,3,3.26,13,0.32766,0.273416,61878,846.6
2232,0,3.2,13,0.327496,0.304416,61890,846.8
2233,5,3.21,13,0.327332,0.275699,61966,847.9
2234,6,3.26,13,0.327169,0.288575,62064,849.3
2235,1,3.27,13,0.327005,0.252828,62090,849.7
2236,4,3.29,13,0.326842,0.272681,62141,850.4
2237,1,3.27,13,0.326678,0.268084,62163,850.8
2238,3,3.29,13,0.326515,0.275258,62217,851.6
2239,2,3.3,13,0.326352,0.295895,62236,851.8
2240,6,3.33,13,0.326188,0.270434,62339,853.3
2241,1,3.34,13,0.326025,0.267469,62354,853.5
2242,6,3.31,13,0.325862,0.274818,62415,854.4
2243,4,3.25,13,0.325699,0.240714,62471,855.2
2244,3,3.24,13,0.325537,0.279971,62505,855.7
2245,3,3.24,13,0.325374,0.289852,62537,856.2
2246,6,3.29,13,0.325211,0.244326,62617,857.4
2247,3,3.29,13,0.325048,0.24405,62663,858.1
2248,5,3.32,13,0.324886,0.245758,62719,859.0
2249,1,3.27,13,0.324724,0.250677,62742,859.3
2250,0,3.26,13,0.324561,0.263403,62746,859.4
2251,5,3.27,13,0.324399,0.260761,62807,860.3
2252,10,3.31,13,0.324237,0.256199,62917,861.9
2253,6,3.36,13,0.324075,0.245976,62975,862.7
2254,1,3.36,13,0.323913,0.288613,62984,862.9
2255,2,3.34,13,0.323751,0.330754,63016,863.3
2256,3,3.34,13,0.323589,0.284168,63065,864.0
2257,7,3.38,13,0.323427,0.263924,63158,865.4
2258,3,3.4,13,0.323265,0.299464,63194,865.9
2259,3,3.41,13,0.323104,0.28328,63223,866.3
2260,2,3.38,13,0.322942,0.275415,63242,866.6
2261,5,3.43,13,0.322781,0.268226,63328,867.8
2262,1,3.38,13,0.322619,0.283331,63342,868.0
2263,0,3.37,13,0.322458,0.314638,63345,868.1
2264,7,3.34,13,0.322297,0.260515,63460,869.8
2265,0,3.33,13,0.322135,0.252853,63468,869.9
2266,1,3.29,13,0.321974,0.272127,63492,870.3
2267,2,3.26,13,0.321813,0.246181,63512,870.6
2268,1,3.27,13,0.321652,0.237444,63525,870.7
2269,2,3.25,13,0.321492,0.238849,63569,871.4
2270,4,3.22,13,0.321331,0.251956,63614,872.0
2271,1,3.19,13,0.32117,0.254611,63633,872.3
2272,5,3.23,13,0.32101,0.271547,63696,873.2
2273,3,3.23,13,0.320849,0.24594,63730,873.7
2274,2,3.23,13,0.320689,0.24473,63766,874.3
2275,1,3.23,13,0.320528,0.263375,63789,874.6
2276,0,3.19,13,0.320368,0.236541,63799,874.7
2277,0,3.14,13,0.320208,0.332348,63802,874.8
2278,0,3.12,13,0.320048,0.262174,63807,874.9
2279,0,3.11,13,0.319888,0.221641,63824,875.1
2280,1,3.09,13,0.319728,0.209231,63829,875.2
2281,1,3.1,13,0.319568,0.27784,63858,875.6
2282,1,3.11,13,0.319408,0.243281,63882,875.9
2283,4,3.15,13,0.319249,0.25392,63935,876.7
2284,0,3.12,13,0.319089,0.222957,63941,876.8
2285,7,3.18,13,0.318929,0.28686,64008,877.7
2286,6,3.22,13,0.31877,0.289327,64097,879.1
2287,3,3.23,13,0.31861,0.322757,64124,879.5
2288,0,3.21,13,0.318451,0.28126,64136,879.6
2289,2,3.2,13,0.318292,0.26157,64151,879.9
2290,4,3.16,13,0.318133,0.255153,64201,880.6
2291,2,3.17,13,0.317974,0.251549,64244,881.2
2292,5,3.16,13,0.317815,0.259303,64306,882.1
2293,3,3.17,13,0.317656,0.259768,64357,882.9
2294,1,3.09,13,0.317497,0.305206,64366,883.0
2295,1,3.02,13,0.317338,0.278319,64411,883.6
2296,6,3.06,13,0.31718,0.264357,64470,884.5
2297,2,3.06,13,0.317021,0.2679,64494,884.8
2298,3,3.02,13,0.316863,0.267767,64524,885.3
2299,6,3.05,13,0.316704,0.254008,64619,886.7
2300,1,3.02,13,0.316546,0.294713,64633,886.9
2301,1,3.01,13,0.316387,0.247328,64671,887.5
2302,1,2.99,13,0.316229,0.276644,64693,887.8
2303,2,2.97,13,0.316071,0.24591,64736,888.5
2304,2,2.95,13,0.315913,0.253246,64765,889.0
2305,1,2.94,13,0.315755,0.227119,64775,889.1
2306,4,2.93,13,0.315597,0.238408,64817,889.8
2307,4,2.91,13,0.315439,0.233566,64892,890.9
2308,0,2.87,13,0.315282,0.251574,64899,891.0
2309,2,2.86,13,0.315124,0.252458,64935,891.5
2310,5,2.9,13,0.314967,0.261142,64992,892.3
2311,0,2.85,13,0.314809,0.407774,65007,892.5
2312,1,2.85,13,0.314652,0.346064,65023,892.7
2313,6,2.87,13,0.314494,0.290788,65105,893.9
2314,8,2.89,13,0.314337,0.2764,65223,895.7
2315,1,2.81,13,0.31418,0.242727,65238,895.9
2316,5,2.81,13,0.314023,0.299938,65285,896.5
2317,4,2.8,13,0.313866,0.258389,65377,897.8
2318,1,2.78,13,0.313709,0.306472,65400,898.1
2319,4,2.78,13,0.313552,0.280198,65473,899.2
2320,6,2.82,13,0.313395,0.274713,65521,899.9
2321,5,2.78,13,0.313239,0.266299,65577,900.7
2322,4,2.8,13,0.313082,0.27641,65616,901.3
2323,1,2.76,13,0.312925,0.248553,65623,901.4
2324,0,2.74,13,0.312769,0.237357,65629,901.5
2325,4,2.77,13,0.312613,0.249813,65665,902.0
2326,1,2.78,13,0.312456,0.24444,65685,902.3
2327,0,2.77,13,0.3123,0.257953,65688,902.3
2328,0,2.76,13,0.312144,0.262356,65700,902.5
2329,1,2.76,13,0.311988,0.219296,65709,902.7
2330,0,2.73,13,0.311832,0.273856,65721,902.8
2331,1,2.71,13,0.311676,0.31104,65732,903.0
2332,3,2.74,13,0.31152,0.267531,65767,903.5
2333,1,2.7,13,0.311364,0.252525,65789,903.8
2334,9,2.73,13,0.311209,0.256019,65885,905.2
2335,1,2.73,13,0.311053,0.235346,65894,905.3
2336,1,2.7,13,0.310897,0.265018,65905,905.5
2337,2,2.71,13,0.310742,0.244986,65940,906.0
2338,8,2.76,13,0.310587,0.273995,66030,907.2
2339,2,2.76,13,0.310431,0.272835,66069,907.8
2340,6,2.76,13,0.310276,0.260993,66147,908.9
2341,5,2.8,13,0.310121,0.25495,66219,909.9
2342,2,2.76,13,0.309966,0.278395,66242,910.3
2343,4,2.76,13,0.309811,0.248804,66290,911.0
2344,4,2.77,13,0.309656,0.276109,66336,911.7
2345,4,2.78,13,0.309501,0.253588,66409,912.7
2346,4,2.76,13,0.309346,0.238058,66464,913.6
2347,1,2.74,13,0.309192,0.23103,66477,913.8
2348,3,2.72,13,0.309037,0.24039,66492,914.0
2349,1,2.72,13,0.308883,0.233898,66501,914.1
2350,2,2.74,13,0.308728,0.234289,66515,914.3
2351,5,2.74,13,0.308574,0.244111,66562,915.0
2352,1,2.65,13,0.30842,0.275967,66576,915.2
2353,2,2.61,13,0.308265,0.255679,66601,915.6
2354,6,2.66,13,0.308111,0.240536,66683,916.8
2355,2,2.66,13,0.307957,0.241885,66714,917.2
2356,3,2.66,13,0.307803,0.250357,66745,917.8
2357,3,2.62,13,0.307649,0.248551,66783,918.3
2358,12,2.71,13,0.307495,0.250948,66884,919.9
2359,5,2.73,13,0.307342,0.266084,66955,921.0
2360,3,2.74,13,0.307188,0.266619,66997,921.6
2361,3,2.72,13,0.307034,0.309071,67091,922.9
2362,1,2.72,13,0.306881,0.225011,67107,923.1
2363,1,2.73,13,0.306728,0.257888,67119,923.3
2364,3,2.69,13,0.306574,0.276324,67156,923.9
2365,1,2.7,13,0.306421,0.260259,67173,924.1
2366,7,2.76,13,0.306268,0.264946,67240,925.1
2367,2,2.76,13,0.306115,0.251379,67269,925.6
2368,2,2.77,13,0.305961,0.263816,67303,926.0
2369,7,2.82,13,0.305808,0.249235,67406,927.5
2370,4,2.82,13,0.305656,0.259862,67467,928.4
2371,1,2.82,13,0.305503,0.225036,67483,928.6
2372,0,2.77,13,0.30535,0.218156,67487,928.7
2373,5,2.79,13,0.305197,0.275403,67565,929.8
2374,3,2.8,13,0.305045,0.233027,67588,930.2
2375,2,2.81,13,0.304892,0.254804,67610,930.5
2376,4,2.85,13,0.30474,0.237519,67650,931.1
2377,3,2.88,13,0.304587,0.264114,67685,931.6
2378,2,2.9,13,0.304435,0.278091,67711,932.0
2379,1,2.91,13,0.304283,0.250603,67725,932.2
2380,7,2.97,13,0.304131,0.259498,67790,933.2
2381,0,2.96,13,0.303979,0.24402,67807,933.4
2382,4,2.99,13,0.303827,0.223846,67866,934.3
2383,3,2.98,13,0.303675,0.27227,67881,934.5
2384,1,2.99,13,0.303523,0.244566,67894,934.7
2385,4,2.96,13,0.303371,0.258382,67951,935.5
2386,4,2.94,13,0.303219,0.227595,67990,936.1
2387,5,2.96,13,0.303068,0.304192,68058,937.1
2388,1,2.97,13,0.302916,0.212438,68066,937.3
2389,3,2.98,13,0.302765,0.265747,68117,938.0
2390,8,3.02,13,0.302614,0.263297,68185,939.0
2391,5,3.05,13,0.302462,0.281898,68252,940.0
2392,9,3.09,13,0.302311,0.270928,68359,941.6
2393,4,3.1,13,0.30216,0.246375,68394,942.1
2394,2,3.11,13,0.302009,0.252988,68420,942.5
2395,8,3.18,13,0.301858,0.253883,68511,943.8
2396,3,3.15,13,0.301707,0.266081,68560,944.6
2397,2,3.15,13,0.301556,0.260803,68578,944.9
2398,2,3.14,13,0.301405,0.256556,68603,945.2
2399,9,3.17,13,0.301254,0.256979,68690,946.5
2400,1,3.17,13,0.301104,0.24508,68706,946.7
2401,1,3.17,13,0.300953,0.306973,68723,947.0
2402,4,3.2,13,0.300803,0.274934,68773,947.7
2403,2,3.2,13,0.300652,0.242823,68796,948.1
2404,2,3.2,13,0.300502,0.238309,68811,948.4
2405,3,3.22,13,0.300352,0.263185,68839,948.8
2406,1,3.19,13,0.300202,0.235062,68848,949.0
2407,0,3.15,13,0.300052,0.257863,68855,949.1
2408,7,3.22,13,0.299902,0.23233,68935,950.3
2409,1,3.21,13,0.299752,0.26496,68946,950.5
2410,5,3.21,13,0.299602,0.28521,69024,951.4
2411,5,3.26,13,0.299452,0.265352,69098,952.3
2412,1,3.26,13,0.299302,0.301152,69111,952.4
2413,4,3.24,13,0.299153,0.256911,69174,953.4
2414,5,3.21,13,0.299003,0.25673,69225,954.1
2415,3,3.23,13,0.298853,0.233601,69249,954.5
2416,9,3.27,13,0.298704,0.253889,69369,956.2
2417,2,3.25,13,0.298555,0.250468,69383,956.4
2418,3,3.27,13,0.298405,0.258524,69433,957.1
2419,5,3.28,13,0.298256,0.263159,69476,957.7
2420,11,3.33,13,0.298107,0.264571,69609,959.7
2421,6,3.34,13,0.297958,0.246328,69676,960.7
2422,5,3.35,13,0.297809,0.257995,69743,961.6
2423,7,3.41,13,0.29766,0.259722,69858,963.3
2424,4,3.45,13,0.297511,0.24523,69903,964.0
2425,1,3.42,13,0.297363,0.265503,69925,964.3
2426,5,3.46,13,0.297214,0.239692,69993,965.3
2427,2,3.48,13,0.297065,0.321472,70022,965.8
2428,1,3.49,13,0.296917,0.286649,70041,966.0
2429,6,3.54,13,0.296768,0.27298,70117,967.2
2430,1,3.55,13,0.29662,0.275964,70127,967.3
2431,3,3.57,13,0.296472,0.264265,70160,967.8
2432,6,3.6,13,0.296323,0.254916,70249,969.1
2433,4,3.63,13,0.296175,0.230975,70279,969.5
2434,3,3.57,13,0.296027,0.253541,70333,970.2
2435,5,3.61,13,0.295879,0.240173,70401,971.2
2436,2,3.62,13,0.295731,0.271294,70424,971.6
2437,7,3.67,13,0.295583,0.260762,70492,972.6
2438,6,3.65,13,0.295435,0.284229,70553,973.5
2439,3,3.66,13,0.295288,0.263675,70591,974.1
2440,7,3.67,13,0.29514,0.255436,70678,975.3
2441,3,3.65,13,0.294993,0.248793,70719,975.9
2442,10,3.73,13,0.294845,0.248338,70835,977.7
2443,7,3.76,13,0.294698,0.264488,70912,978.9
2444,4,3.76,13,0.29455,0.236662,70963,979.7
2445,5,3.77,13,0.294403,0.277713,70998,980.2
2446,8,3.81,13,0.294256,0.292332,71066,981.2
2447,7,3.87,13,0.294109,0.270689,71138,982.3
2448,6,3.9,13,0.293962,0.262901,71235,983.7
2449,1,3.9,13,0.293815,0.280258,71256,984.0
2450,1,3.89,13,0.293668,0.293601,71271,984.3
2451,2,3.86,13,0.293521,0.278691,71308,984.8
2452,2,3.87,13,0.293374,0.235107,71342,985.3
2453,0,3.85,13,0.293227,0.261992,71346,985.4
2454,1,3.8,13,0.293081,0.235113,71357,985.6
2455,2,3.8,13,0.292934,0.246186,71405,986.3
2456,4,3.81,13,0.292788,0.247816,71475,987.3
2457,0,3.78,13,0.292641,0.285828,71482,987.4
2458,4,3.7,13,0.292495,0.259472,71542,988.3
2459,3,3.68,13,0.292349,0.263891,71575,988.8
2460,3,3.68,13,0.292203,0.26311,71595,989.0
2461,2,3.67,13,0.292057,0.283051,71616,989.3
2462,2,3.68,13,0.291911,0.26791,71624,989.5
2463,5,3.72,13,0.291765,0.232662,71661,990.0
2464,11,3.8,13,0.291619,0.254016,71790,992.0
2465,0,3.79,13,0.291473,0.20781,71797,992.1
2466,8,3.8,13,0.291327,0.248939,71874,993.3
2467,6,3.84,13,0.291182,0.254624,71940,994.3
2468,10,3.92,13,0.291036,0.271011,72097,996.6
2469,4,3.89,13,0.29089,0.232958,72155,997.5
2470,7,3.92,13,0.290745,0.265146,72238,998.7
2471,2,3.93,13,0.2906,0.261027,72254,998.9
2472,4,3.97,13,0.290454,0.272911,72315,999.9
2473,2,3.94,13,0.290309,0.232373,72331,1000.1
2474,6,3.97,13,0.290164,0.258119,72443,1001.7
2475,6,4.01,13,0.290019,0.253858,72529,1003.0
2476,8,4.05,13,0.289874,0.253237,72597,1004.0
2477,2,4.04,13,0.289729,0.22541,72619,1004.3
2478,11,4.13,13,0.289584,0.267905,72728,1005.9
2479,0,4.12,13,0.289439,0.233581,72736,1006.0
2480,10,4.15,13,0.289294,0.259891,72867,1008.1
2481,2,4.17,13,0.28915,0.274246,72889,1008.4
2482,3,4.16,13,0.289005,0.255329,72936,1009.1
2483,1,4.14,13,0.288861,0.284411,72956,1009.4
2484,7,4.2,13,0.288716,0.281964,73028,1010.5
2485,2,4.18,13,0.288572,0.293321,73046,1010.6
2486,4,4.18,13,0.288428,0.282835,73091,1010.9
2487,5,4.18,13,0.288283,0.248653,73146,1011.3
2488,5,4.22,13,0.288139,0.245872,73194,1011.6
2489,2,4.21,13,0.287995,0.254261,73212,1011.8
2490,0,4.13,13,0.287851,0.233216,73223,1011.8
2491,5,4.13,13,0.287707,0.279614,73272,1012.1
2492,0,4.04,13,0.287563,0.23054,73286,1012.2
2493,4,4.04,13,0.28742,0.270497,73324,1012.5
2494,4,4.06,13,0.287276,0.248804,73378,1012.8
2495,12,4.1,13,0.287132,0.234256,73495,1013.5
2496,2,4.09,13,0.286989,0.287434,73518,1013.7
2497,2,4.09,13,0.286845,0.270861,73540,1013.8
2498,3,4.1,13,0.286702,0.236231,73574,1014.1
2499,2,4.03,13,0.286559,0.282931,73594,1014.2
2500,3,4.05,13,0.286415,0.270148,73616,1014.4
2501,8,4.12,13,0.286272,0.259324,73697,1014.9
2502,7,4.15,13,0.286129,0.258019,73785,1015.4
2503,10,4.23,13,0.285986,0.256518,73924,1016.2
2504,2,4.23,13,0.285843,0.258484,73949,1016.4
2505,6,4.26,13,0.2857,0.245064,73983,1016.6
2506,2,4.27,13,0.285557,0.28655,74009,1016.7
2507,8,4.35,13,0.285414,0.275371,74108,1017.3
2508,3,4.31,13,0.285272,0.253654,74160,1017.6
2509,8,4.38,13,0.285129,0.258026,74242,1018.1
2510,3,4.36,13,0.284986,0.288745,74284,1018.4
2511,1,4.32,13,0.284844,0.252918,74311,1018.5
2512,4,4.35,13,0.284701,0.244264,74378,1018.9
2513,0,4.31,13,0.284559,0.207656,74386,1019.0
2514,5,4.31,13,0.284417,0.271145,74466,1019.5
2515,0,4.28,13,0.284275,0.212881,74482,1019.6
2516,4,4.23,13,0.284132,0.24249,74521,1019.8
2517,7,4.28,13,0.28399,0.257581,74589,1020.3
2518,0,4.25,13,0.283848,0.199282,74599,1020.3
2519,1,4.21,13,0.283707,0.282147,74616,1020.4
2520,1,4.11,13,0.283565,0.265876,74623,1020.5
2521,11,4.16,13,0.283423,0.260535,74758,1021.3
2522,2,4.13,13,0.283281,0.278095,74789,1021.5
2523,5,4.11,13,0.28314,0.258238,74858,1021.9
2524,4,4.11,13,0.282998,0.268392,74928,1022.3
2525,3,4.13,13,0.282856,0.251577,74963,1022.6
2526,2,4.1,13,0.282715,0.244441,74991,1022.7
2527,5,4.13,13,0.282574,0.323044,75042,1023.0
2528,0,4.12,13,0.282432,0.257179,75053,1023.1
2529,3,4.09,13,0.282291,0.287449,75111,1023.5
2530,5,4.13,13,0.28215,0.270967,75212,1024.1
2531,3,4.13,13,0.282009,0.265609,75261,1024.4
2532,8,4.15,13,0.281868,0.274463,75344,1024.9
2533,0,4.11,13,0.281727,0.252617,75353,1024.9
2534,1,4.09,13,0.281586,0.270277,75368,1025.0
2535,6,4.1,13,0.281445,0.240686,75438,1025.5
2536,0,4.08,13,0.281305,0.292077,75448,1025.5
2537,1,4.02,13,0.281164,0.254954,75484,1025.7
2538,2,3.98,13,0.281023,0.296687,75503,1025.9
2539,2,3.97,13,0.280883,0.344747,75526,1026.0
2540,1,3.91,13,0.280742,0.260853,75546,1026.1
2541,4,3.92,13,0.280602,0.302473,75584,1026.4
2542,6,3.88,13,0.280462,0.246847,75657,1026.8
2543,1,3.82,13,0.280322,0.312177,75673,1026.9
2544,11,3.89,13,0.280181,0.268875,75786,1027.6
2545,5,3.89,13,0.280041,0.25956,75877,1028.2
2546,0,3.81,13,0.279901,0.265605,75886,1028.2
2547,2,3.76,13,0.279761,0.278141,75912,1028.4
2548,1,3.71,13,0.279621,0.280376,75915,1028.4
2549,15,3.85,15,0.279482,0.27292,76090,1029.5
2550,6,3.9,15,0.279342,0.265113,76180,1030.0
2551,8,3.96,15,0.279202,0.277648,76264,1030.5
2552,3,3.97,15,0.279063,0.248924,76289,1030.7
2553,6,4.03,15,0.278923,0.249094,76395,1031.3
2554,3,4.05,15,0.278784,0.240192,76460,1031.7
2555,9,4.12,15,0.278644,0.249567,76589,1032.5
2556,3,4.11,15,0.278505,0.256449,76631,1032.8
2557,2,4.13,15,0.278366,0.323211,76650,1032.9
2558,3,4.12,15,0.278226,0.25872,76696,1033.2
2559,2,4.11,15,0.278087,0.224055,76717,1033.3
2560,2,4.1,15,0.277948,0.242336,76748,1033.5
2561,2,4.1,15,0.277809,0.235969,76782,1033.7
2562,8,4.16,15,0.27767,0.261245,76860,1034.2
2563,4,4.15,15,0.277532,0.254459,76899,1034.4
2564,1,4.05,15,0.277393,0.254322,76908,1034.5
2565,2,4.07,15,0.277254,0.325691,76929,1034.6
2566,2,4.01,15,0.277116,0.244301,76966,1034.8
2567,1,3.96,15,0.276977,0.269132,76979,1034.9
2568,2,3.88,15,0.276838,0.278961,77004,1035.1
2569,1,3.85,15,0.2767,0.386966,77023,1035.2
2570,3,3.81,15,0.276562,0.283599,77085,1035.6
2571,1,3.8,15,0.276423,0.252114,77090,1035.6
2572,2,3.78,15,0.276285,0.269622,77137,1035.9
2573,1,3.77,15,0.276147,0.270872,77157,1036.0
2574,1,3.72,15,0.276009,0.28195,77167,1036.1
2575,1,3.67,15,0.275871,0.238258,77177,1036.1
2576,2,3.61,15,0.275733,0.289663,77190,1036.2
2577,3,3.62,15,0.275595,0.260639,77222,1036.4
2578,7,3.58,15,0.275457,0.273767,77300,1036.9
2579,5,3.63,15,0.27532,0.291928,77343,1037.1
2580,1,3.54,15,0.275182,0.309048,77354,1037.2
2581,8,3.6,15,0.275044,0.278476,77428,1037.7
2582,4,3.61,15,0.274907,0.26302,77506,1038.2
2583,7,3.67,15,0.274769,0.27084,77595,1038.7
2584,5,3.65,15,0.274632,0.260164,77663,1039.2
2585,5,3.68,15,0.274495,0.296786,77747,1039.7
2586,3,3.67,15,0.274357,0.256452,77792,1039.9
2587,1,3.63,15,0.27422,0.252471,77813,1040.1
2588,1,3.59,15,0.274083,0.333026,77825,1040.2
2589,8,3.65,15,0.273946,0.258978,77938,1040.8
2590,1,3.66,15,0.273809,0.246393,77947,1040.9
2591,2,3.63,15,0.273672,0.247525,77974,1041.1
2592,2,3.65,15,0.273535,0.277409,78005,1041.3
2593,5,3.66,15,0.273399,0.293613,78053,1041.5
2594,4,3.66,15,0.273262,0.265416,78075,1041.7
2595,0,3.54,15,0.273125,0.248414,78090,1041.8
2596,1,3.53,15,0.272989,0.272886,78103,1041.8
2597,8,3.59,15,0.272852,0.254493,78177,1042.3
2598,4,3.6,15,0.272716,0.259298,78231,1042.6
2599,1,3.59,15,0.272579,0.345002,78241,1042.7
2600,5,3.61,15,0.272443,0.268373,78299,1043.1
2601,12,3.65,15,0.272307,0.255901,78413,1043.7
2602,5,3.63,15,0.272171,0.237209,78473,1044.1
2603,4,3.57,15,0.272035,0.257484,78518,1044.4
2604,1,3.56,15,0.271899,0.260911,78533,1044.5
2605,3,3.53,15,0.271763,0.288293,78578,1044.8
2606,2,3.53,15,0.271627,0.252856,78599,1044.9
2607,4,3.49,15,0.271491,0.252208,78655,1045.2
2608,0,3.46,15,0.271355,0.225357,78659,1045.3
2609,6,3.44,15,0.27122,0.254968,78761,1045.9
2610,4,3.45,15,0.271084,0.253816,78795,1046.1
2611,1,3.45,15,0.270949,0.288285,78804,1046.1
2612,0,3.41,15,0.270813,0.273625,78818,1046.2
2613,8,3.49,15,0.270678,0.249073,78941,1047.0
2614,4,3.48,15,0.270542,0.255741,78997,1047.3
2615,0,3.48,15,0.270407,0.382174,79007,1047.4
2616,1,3.45,15,0.270272,0.282267,79021,1047.5
2617,7,3.45,15,0.270137,0.25383,79069,1047.8
2618,7,3.52,15,0.270002,0.261896,79166,1048.4
2619,4,3.55,15,0.269867,0.285787,79195,1048.5
2620,3,3.57,15,0.269732,0.295702,79237,1048.8
2621,4,3.5,15,0.269597,0.248529,79284,1049.1
2622,3,3.51,15,0.269462,0.247582,79322,1049.3
2623,1,3.47,15,0.269327,0.31222,79346,1049.5
2624,7,3.5,15,0.269193,0.275963,79412,1049.9
2625,4,3.51,15,0.269058,0.263921,79459,1050.2
2626,8,3.57,15,0.268923,0.255767,79535,1050.6
2627,9,3.61,15,0.268789,0.244318,79645,1051.3
2628,12,3.73,15,0.268655,0.268084,79761,1052.0
2629,1,3.71,15,0.26852,0.278332,79771,1052.1
2630,3,3.69,15,0.268386,0.270587,79807,1052.3
2631,5,3.71,15,0.268252,0.249684,79865,1052.7
2632,3,3.66,15,0.268118,0.256078,79903,1052.9
2633,1,3.67,15,0.267984,0.244296,79919,1053.0
2634,1,3.67,15,0.26785,0.240727,79925,1053.0
2635,6,3.67,15,0.267716,0.250408,79981,1053.4
2636,5,3.72,15,0.267582,0.242889,80041,1053.7
2637,1,3.72,15,0.267448,0.277483,80060,1053.9
2638,9,3.79,15,0.267314,0.257951,80185,1054.6
2639,3,3.8,15,0.267181,0.258377,80241,1055.0
2640,4,3.83,15,0.267047,0.247681,80306,1055.4
2641,7,3.86,15,0.266914,0.248754,80381,1055.8
2642,2,3.82,15,0.26678,0.27272,80416,1056.1
2643,0,3.81,15,0.266647,0.26955,80432,1056.2
2644,2,3.72,15,0.266513,0.261603,80460,1056.3
2645,7,3.74,15,0.26638,0.262902,80537,1056.8
2646,6,3.8,15,0.266247,0.257816,80590,1057.1
2647,3,3.81,15,0.266114,0.238901,80631,1057.4
2648,7,3.87,15,0.265981,0.253799,80698,1057.8
2649,5,3.77,15,0.265848,0.265272,80754,1058.1
2650,12,3.83,15,0.265715,0.255525,80874,1058.9
2651,6,3.81,15,0.265582,0.248388,80932,1059.2
2652,1,3.79,15,0.265449,0.269185,80943,1059.3
2653,4,3.77,15,0.265317,0.273618,80997,1059.6
2654,0,3.74,15,0.265184,0.42741,81005,1059.7
2655,2,3.67,15,0.265051,0.326412,81037,1059.9
2656,7,3.71,15,0.264919,0.293968,81106,1060.3
2657,0,3.69,15,0.264786,0.278618,81119,1060.4
2658,11,3.77,15,0.264654,0.287682,81224,1061.0
2659,1,3.76,15,0.264522,0.262871,81234,1061.1
2660,1,3.75,15,0.264389,0.280548,81244,1061.2
2661,7,3.8,15,0.264257,0.303343,81287,1061.4
2662,4,3.76,15,0.264125,0.277682,81330,1061.7
2663,7,3.79,15,0.263993,0.297624,81430,1062.3
2664,3,3.81,15,0.263861,0.270228,81458,1062.5
2665,8,3.87,15,0.263729,0.266699,81554,1063.1
2666,4,3.89,15,0.263597,0.286463,81588,1063.3
2667,4,3.92,15,0.263465,0.276922,81626,1063.5
2668,5,3.95,15,0.263334,0.283133,81685,1063.9
2669,4,3.98,15,0.263202,0.280057,81753,1064.3
2670,4,3.99,15,0.26307,0.300616,81810,1064.7
2671,5,4.03,15,0.262939,0.276494,81859,1065.0
2672,0,4.01,15,0.262807,0.301804,81868,1065.0
2673,5,4.05,15,0.262676,0.268813,81908,1065.3
2674,1,4.05,15,0.262545,0.262665,81926,1065.4
2675,7,4.11,15,0.262413,0.274717,82003,1065.8
2676,8,4.17,15,0.262282,0.292244,82091,1066.4
2677,7,4.21,15,0.262151,0.264014,82164,1066.8
2678,6,4.2,15,0.26202,0.258147,82238,1067.3
2679,6,4.21,15,0.261889,0.251428,82321,1067.8
2680,2,4.22,15,0.261758,0.290394,82338,1067.9
2681,8,4.22,15,0.261627,0.274058,82426,1068.5
2682,4,4.22,15,0.261496,0.244253,82498,1069.0
2683,7,4.22,15,0.261365,0.245928,82577,1069.4
2684,8,4.25,15,0.261235,0.243371,82641,1069.8
2685,1,4.21,15,0.261104,0.28037,82656,1069.9
2686,3,4.21,15,0.260974,0.247511,82690,1070.1
2687,13,4.33,15,0.260843,0.284997,82834,1071.0
2688,1,4.33,15,0.260713,0.258399,82844,1071.1
2689,3,4.28,15,0.260582,0.267964,82879,1071.3
2690,7,4.34,15,0.260452,0.266737,82949,1071.8
2691,7,4.39,15,0.260322,0.278382,83014,1072.2
2692,3,4.4,15,0.260192,0.278973,83044,1072.3
2693,7,4.42,15,0.260062,0.276897,83133,1072.9
2694,5,4.43,15,0.259932,0.276053,83213,1073.4
2695,3,4.46,15,0.259802,0.255055,83251,1073.6
2696,2,4.47,15,0.259672,0.348289,83263,1073.7
2697,6,4.45,15,0.259542,0.269448,83312,1074.0
2698,4,4.45,15,0.259412,0.297799,83374,1074.4
2699,4,4.48,15,0.259282,0.271769,83405,1074.6
2700,3,4.46,15,0.259153,0.308549,83433,1074.8
2701,7,4.41,15,0.259023,0.265174,83530,1075.4
2702,5,4.41,15,0.258894,0.244164,83580,1075.7
2703,2,4.39,15,0.258764,0.259901,83597,1075.8
2704,3,4.41,15,0.258635,0.265526,83627,1076.0
2705,1,4.39,15,0.258506,0.253009,83647,1076.1
2706,2,4.39,15,0.258376,0.242992,83681,1076.3
2707,2,4.37,15,0.258247,0.258634,83707,1076.5
2708,11,4.48,15,0.258118,0.25238,83841,1077.3
2709,0,4.42,15,0.257989,0.267477,83855,1077.4
2710,1,4.39,15,0.25786,0.249891,83868,1077.5
2711,4,4.42,15,0.257731,0.282832,83909,1077.7
2712,9,4.51,15,0.257602,0.265116,84009,1078.4
2713,0,4.43,15,0.257473,0.275826,84013,1078.4
2714,1,4.4,15,0.257345,0.244381,84030,1078.5
2715,0,4.4,15,0.257216,0.271622,84041,1078.6
2716,7,4.46,15,0.257087,0.266305,84115,1079.0
2717,1,4.4,15,0.256959,0.265557,84125,1079.1
